Date,Open,High,Low,Close,Adj Close,Volume
2012-12-18,1430.469971,1448.000000,1430.469971,1446.790039,1446.790039,4302240000
2012-12-19,1446.790039,1447.750000,1435.800049,1435.810059,1435.810059,3869800000
2012-12-20,1435.810059,1443.699951,1432.819946,1443.689941,1443.689941,3686580000
2012-12-21,1443.670044,1443.670044,1422.579956,1430.150024,1430.150024,5229160000
2012-12-24,1430.150024,1430.150024,1424.660034,1426.660034,1426.660034,1248960000
2012-12-26,1426.660034,1429.420044,1416.430054,1419.829956,1419.829956,2285030000
2012-12-27,1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000
2012-12-28,1418.099976,1418.099976,1401.579956,1402.430054,1402.430054,2426680000
2012-12-31,1402.430054,1426.739990,1398.109985,1426.189941,1426.189941,3204330000
2013-01-02,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044,4202600000
2013-01-03,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000
2013-01-04,1459.369995,1467.939941,1458.989990,1466.469971,1466.469971,3424290000
2013-01-07,1466.469971,1466.469971,1456.619995,1461.890015,1461.890015,3304970000
2013-01-08,1461.890015,1461.890015,1451.640015,1457.150024,1457.150024,3601600000
2013-01-09,1457.150024,1464.729980,1457.150024,1461.020020,1461.020020,3674390000
2013-01-10,1461.020020,1472.300049,1461.020020,1472.119995,1472.119995,4081840000
2013-01-11,1472.119995,1472.750000,1467.579956,1472.050049,1472.050049,3340650000
2013-01-14,1472.050049,1472.050049,1465.689941,1470.680054,1470.680054,3003010000
2013-01-15,1470.670044,1473.310059,1463.760010,1472.339966,1472.339966,3135350000
2013-01-16,1472.329956,1473.959961,1467.599976,1472.630005,1472.630005,3384080000
2013-01-17,1472.630005,1485.160034,1472.630005,1480.939941,1480.939941,3706710000
2013-01-18,1480.949951,1485.979980,1475.810059,1485.979980,1485.979980,3795740000
2013-01-22,1485.979980,1492.560059,1481.160034,1492.560059,1492.560059,3570950000
2013-01-23,1492.560059,1496.130005,1489.900024,1494.810059,1494.810059,3552010000
2013-01-24,1494.810059,1502.270020,1489.459961,1494.819946,1494.819946,3699430000
2013-01-25,1494.819946,1503.260010,1494.819946,1502.959961,1502.959961,3476290000
2013-01-28,1502.959961,1503.229980,1496.329956,1500.180054,1500.180054,3388540000
2013-01-29,1500.180054,1509.349976,1498.089966,1507.839966,1507.839966,3949640000
2013-01-30,1507.839966,1509.939941,1500.109985,1501.959961,1501.959961,3726810000
2013-01-31,1501.959961,1504.189941,1496.760010,1498.109985,1498.109985,3999880000
2013-02-01,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044,3836320000
2013-02-04,1513.170044,1513.170044,1495.020020,1495.709961,1495.709961,3390000000
2013-02-05,1495.709961,1514.959961,1495.709961,1511.290039,1511.290039,3618360000
2013-02-06,1511.290039,1512.530029,1504.709961,1512.119995,1512.119995,3611570000
2013-02-07,1512.119995,1512.900024,1498.489990,1509.390015,1509.390015,3614580000
2013-02-08,1509.390015,1518.310059,1509.390015,1517.930054,1517.930054,2986150000
2013-02-11,1517.930054,1518.310059,1513.609985,1517.010010,1517.010010,2684100000
2013-02-12,1517.010010,1522.290039,1515.609985,1519.430054,1519.430054,3414370000
2013-02-13,1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000
2013-02-14,1520.329956,1523.140015,1514.020020,1521.380005,1521.380005,3759740000
2013-02-15,1521.380005,1524.239990,1514.140015,1519.790039,1519.790039,3838510000
2013-02-19,1519.790039,1530.939941,1519.790039,1530.939941,1530.939941,3748910000
2013-02-20,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000
2013-02-21,1511.949951,1511.949951,1497.290039,1502.420044,1502.420044,4274600000
2013-02-22,1502.420044,1515.640015,1502.420044,1515.599976,1515.599976,3419320000
2013-02-25,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000
2013-02-26,1487.849976,1498.989990,1485.010010,1496.939941,1496.939941,3975280000
2013-02-27,1496.939941,1520.079956,1494.880005,1515.989990,1515.989990,3551850000
2013-02-28,1515.989990,1525.339966,1514.459961,1514.680054,1514.680054,3912320000
2013-03-01,1514.680054,1519.989990,1501.479980,1518.199951,1518.199951,3695610000
2013-03-04,1518.199951,1525.270020,1512.290039,1525.199951,1525.199951,3414430000
2013-03-05,1525.199951,1543.469971,1525.199951,1539.790039,1539.790039,3610690000
2013-03-06,1539.790039,1545.250000,1538.109985,1541.459961,1541.459961,3676890000
2013-03-07,1541.459961,1545.780029,1541.459961,1544.260010,1544.260010,3634710000
2013-03-08,1544.260010,1552.479980,1542.939941,1551.180054,1551.180054,3652260000
2013-03-11,1551.150024,1556.270020,1547.359985,1556.219971,1556.219971,3091080000
2013-03-12,1556.219971,1556.770020,1548.239990,1552.479980,1552.479980,3274910000
2013-03-13,1552.479980,1556.390015,1548.250000,1554.520020,1554.520020,3073830000
2013-03-14,1554.520020,1563.319946,1554.520020,1563.229980,1563.229980,3459260000
2013-03-15,1563.209961,1563.619995,1555.739990,1560.699951,1560.699951,5175850000
2013-03-18,1560.699951,1560.699951,1545.130005,1552.099976,1552.099976,3164560000
2013-03-19,1552.099976,1557.250000,1538.569946,1548.339966,1548.339966,3796210000
2013-03-20,1548.339966,1561.560059,1548.339966,1558.709961,1558.709961,3349090000
2013-03-21,1558.709961,1558.709961,1543.550049,1545.800049,1545.800049,3243270000
2013-03-22,1545.900024,1557.739990,1545.900024,1556.890015,1556.890015,2948380000
2013-03-25,1556.890015,1564.910034,1546.219971,1551.689941,1551.689941,3178170000
2013-03-26,1551.689941,1563.949951,1551.689941,1563.770020,1563.770020,2869260000
2013-03-27,1563.750000,1564.069946,1551.900024,1562.849976,1562.849976,2914210000
2013-03-28,1562.859985,1570.280029,1561.079956,1569.189941,1569.189941,3304440000
2013-04-01,1569.180054,1570.569946,1558.469971,1562.170044,1562.170044,2753110000
2013-04-02,1562.170044,1573.660034,1562.170044,1570.250000,1570.250000,3312160000
2013-04-03,1570.250000,1571.469971,1549.800049,1553.689941,1553.689941,4060610000
2013-04-04,1553.689941,1562.599976,1552.520020,1559.979980,1559.979980,3350670000
2013-04-05,1559.979980,1559.979980,1539.500000,1553.280029,1553.280029,3515410000
2013-04-08,1553.260010,1563.069946,1548.630005,1563.069946,1563.069946,2887120000
2013-04-09,1563.109985,1573.890015,1560.920044,1568.609985,1568.609985,3252780000
2013-04-10,1568.609985,1589.069946,1568.609985,1587.729980,1587.729980,3453350000
2013-04-11,1587.729980,1597.349976,1586.170044,1593.369995,1593.369995,3393950000
2013-04-12,1593.300049,1593.300049,1579.969971,1588.849976,1588.849976,3206290000
2013-04-15,1588.839966,1588.839966,1552.280029,1552.359985,1552.359985,4660130000
2013-04-16,1552.359985,1575.349976,1552.359985,1574.569946,1574.569946,3654700000
2013-04-17,1574.569946,1574.569946,1543.689941,1552.010010,1552.010010,4250310000
2013-04-18,1552.030029,1554.380005,1536.030029,1541.609985,1541.609985,3890800000
2013-04-19,1541.609985,1555.890015,1539.400024,1555.250000,1555.250000,3569870000
2013-04-22,1555.250000,1565.550049,1548.189941,1562.500000,1562.500000,2979880000
2013-04-23,1562.500000,1579.579956,1562.500000,1578.780029,1578.780029,3565150000
2013-04-24,1578.780029,1583.000000,1575.800049,1578.790039,1578.790039,3598240000
2013-04-25,1578.930054,1592.640015,1578.930054,1585.160034,1585.160034,3908580000
2013-04-26,1585.160034,1585.780029,1577.560059,1582.239990,1582.239990,3198620000
2013-04-29,1582.339966,1596.650024,1582.339966,1593.609985,1593.609985,2891200000
2013-04-30,1593.579956,1597.569946,1586.500000,1597.569946,1597.569946,3745070000
2013-05-01,1597.550049,1597.550049,1581.280029,1582.699951,1582.699951,3530320000
2013-05-02,1582.770020,1598.599976,1582.770020,1597.589966,1597.589966,3366950000
2013-05-03,1597.599976,1618.459961,1597.599976,1614.420044,1614.420044,3603910000
2013-05-06,1614.400024,1619.770020,1614.209961,1617.500000,1617.500000,3062240000
2013-05-07,1617.550049,1626.030029,1616.640015,1625.959961,1625.959961,3309580000
2013-05-08,1625.949951,1632.780029,1622.699951,1632.689941,1632.689941,3554700000
2013-05-09,1632.689941,1635.010010,1623.089966,1626.670044,1626.670044,3457400000
2013-05-10,1626.689941,1633.699951,1623.709961,1633.699951,1633.699951,3086470000
2013-05-13,1632.099976,1636.000000,1626.739990,1633.770020,1633.770020,2910600000
2013-05-14,1633.750000,1651.099976,1633.750000,1650.339966,1650.339966,3457790000
2013-05-15,1649.130005,1661.489990,1646.680054,1658.780029,1658.780029,3657440000
2013-05-16,1658.069946,1660.510010,1648.599976,1650.469971,1650.469971,3513130000
2013-05-17,1652.449951,1667.469971,1652.449951,1667.469971,1667.469971,3440710000
2013-05-20,1665.709961,1672.839966,1663.520020,1666.290039,1666.290039,3275080000
2013-05-21,1666.199951,1674.930054,1662.670044,1669.160034,1669.160034,3513560000
2013-05-22,1669.390015,1687.180054,1648.859985,1655.349976,1655.349976,4361020000
2013-05-23,1651.619995,1655.500000,1635.530029,1650.510010,1650.510010,3945510000
2013-05-24,1646.670044,1649.780029,1636.880005,1649.599976,1649.599976,2758080000
2013-05-28,1652.630005,1674.209961,1652.630005,1660.060059,1660.060059,3457400000
2013-05-29,1656.569946,1656.569946,1640.050049,1648.359985,1648.359985,3587140000
2013-05-30,1649.140015,1661.910034,1648.609985,1654.410034,1654.410034,3498620000
2013-05-31,1652.130005,1658.989990,1630.739990,1630.739990,1630.739990,4099600000
2013-06-03,1631.709961,1640.420044,1622.719971,1640.420044,1640.420044,3952070000
2013-06-04,1640.729980,1646.530029,1623.619995,1631.380005,1631.380005,3653840000
2013-06-05,1629.050049,1629.310059,1607.089966,1608.900024,1608.900024,3632350000
2013-06-06,1609.290039,1622.560059,1598.229980,1622.560059,1622.560059,3547380000
2013-06-07,1625.270020,1644.400024,1625.270020,1643.380005,1643.380005,3371990000
2013-06-10,1644.670044,1648.689941,1639.260010,1642.810059,1642.810059,2978730000
2013-06-11,1638.640015,1640.130005,1622.920044,1626.130005,1626.130005,3435710000
2013-06-12,1629.939941,1637.709961,1610.920044,1612.520020,1612.520020,3202550000
2013-06-13,1612.150024,1639.250000,1608.069946,1636.359985,1636.359985,3378620000
2013-06-14,1635.520020,1640.800049,1623.959961,1626.729980,1626.729980,2939400000
2013-06-17,1630.640015,1646.500000,1630.339966,1639.040039,1639.040039,3137080000
2013-06-18,1639.770020,1654.189941,1639.770020,1651.810059,1651.810059,3120980000
2013-06-19,1651.829956,1652.449951,1628.910034,1628.930054,1628.930054,3545060000
2013-06-20,1624.619995,1624.619995,1584.319946,1588.189941,1588.189941,4858850000
2013-06-21,1588.619995,1599.189941,1577.699951,1592.430054,1592.430054,5797280000
2013-06-24,1588.770020,1588.770020,1560.329956,1573.089966,1573.089966,4733660000
2013-06-25,1577.520020,1593.790039,1577.089966,1588.030029,1588.030029,3761170000
2013-06-26,1592.270020,1606.829956,1592.270020,1603.260010,1603.260010,3558340000
2013-06-27,1606.439941,1620.069946,1606.439941,1613.199951,1613.199951,3364540000
2013-06-28,1611.119995,1615.939941,1601.060059,1606.280029,1606.280029,4977190000
2013-07-01,1609.780029,1626.609985,1609.780029,1614.959961,1614.959961,3104690000
2013-07-02,1614.290039,1624.260010,1606.770020,1614.079956,1614.079956,3317130000
2013-07-03,1611.479980,1618.969971,1604.569946,1615.410034,1615.410034,1966050000
2013-07-05,1618.650024,1632.069946,1614.709961,1631.890015,1631.890015,2634140000
2013-07-08,1634.199951,1644.680054,1634.199951,1640.459961,1640.459961,3514590000
2013-07-09,1642.890015,1654.180054,1642.890015,1652.319946,1652.319946,3155360000
2013-07-10,1651.560059,1657.920044,1647.660034,1652.619995,1652.619995,3011010000
2013-07-11,1657.410034,1676.630005,1657.410034,1675.020020,1675.020020,3446340000
2013-07-12,1675.260010,1680.189941,1672.329956,1680.189941,1680.189941,3039070000
2013-07-15,1679.589966,1684.510010,1677.890015,1682.500000,1682.500000,2623200000
2013-07-16,1682.699951,1683.729980,1671.839966,1676.260010,1676.260010,3081710000
2013-07-17,1677.910034,1684.750000,1677.910034,1680.910034,1680.910034,3153440000
2013-07-18,1681.050049,1693.119995,1681.050049,1689.369995,1689.369995,3452370000
2013-07-19,1686.150024,1692.089966,1684.079956,1692.089966,1692.089966,3302580000
2013-07-22,1694.410034,1697.609985,1690.670044,1695.530029,1695.530029,2779130000
2013-07-23,1696.630005,1698.780029,1691.130005,1692.390015,1692.390015,3096180000
2013-07-24,1696.060059,1698.380005,1682.569946,1685.939941,1685.939941,3336120000
2013-07-25,1685.209961,1690.939941,1680.069946,1690.250000,1690.250000,3322500000
2013-07-26,1687.310059,1691.849976,1676.030029,1691.650024,1691.650024,2762770000
2013-07-29,1690.319946,1690.920044,1681.859985,1685.329956,1685.329956,2840520000
2013-07-30,1687.920044,1693.189941,1682.420044,1685.959961,1685.959961,3320530000
2013-07-31,1687.760010,1698.430054,1684.939941,1685.729980,1685.729980,3847390000
2013-08-01,1689.420044,1707.849976,1689.420044,1706.869995,1706.869995,3775170000
2013-08-02,1706.099976,1709.670044,1700.680054,1709.670044,1709.670044,3136630000
2013-08-05,1708.010010,1709.239990,1703.550049,1707.140015,1707.140015,2529300000
2013-08-06,1705.790039,1705.790039,1693.290039,1697.369995,1697.369995,3141210000
2013-08-07,1695.300049,1695.300049,1684.910034,1690.910034,1690.910034,3010230000
2013-08-08,1693.349976,1700.180054,1688.380005,1697.479980,1697.479980,3271660000
2013-08-09,1696.099976,1699.420044,1686.020020,1691.420044,1691.420044,2957670000
2013-08-12,1688.369995,1691.489990,1683.349976,1689.469971,1689.469971,2789160000
2013-08-13,1690.650024,1696.810059,1682.619995,1694.160034,1694.160034,3035560000
2013-08-14,1693.880005,1695.520020,1684.829956,1685.390015,1685.390015,2871430000
2013-08-15,1679.609985,1679.609985,1658.589966,1661.319946,1661.319946,3426690000
2013-08-16,1661.219971,1663.599976,1652.609985,1655.829956,1655.829956,3211450000
2013-08-19,1655.250000,1659.180054,1645.839966,1646.060059,1646.060059,2904530000
2013-08-20,1646.810059,1658.920044,1646.079956,1652.349976,1652.349976,2994090000
2013-08-21,1650.660034,1656.989990,1639.430054,1642.800049,1642.800049,2932180000
2013-08-22,1645.030029,1659.550049,1645.030029,1656.959961,1656.959961,2537460000
2013-08-23,1659.920044,1664.849976,1654.810059,1663.500000,1663.500000,2582670000
2013-08-26,1664.290039,1669.510010,1656.020020,1656.780029,1656.780029,2430670000
2013-08-27,1652.540039,1652.540039,1629.050049,1630.479980,1630.479980,3219190000
2013-08-28,1630.250000,1641.180054,1627.469971,1634.959961,1634.959961,2784010000
2013-08-29,1633.500000,1646.410034,1630.880005,1638.170044,1638.170044,2527550000
2013-08-30,1638.890015,1640.079956,1628.050049,1632.969971,1632.969971,2734300000
2013-09-03,1635.949951,1651.349976,1633.410034,1639.770020,1639.770020,3731610000
2013-09-04,1640.719971,1655.719971,1637.410034,1653.079956,1653.079956,3312150000
2013-09-05,1653.280029,1659.170044,1653.069946,1655.079956,1655.079956,2957110000
2013-09-06,1657.439941,1664.829956,1640.619995,1655.170044,1655.170044,3123880000
2013-09-09,1656.849976,1672.400024,1656.849976,1671.709961,1671.709961,3102780000
2013-09-10,1675.109985,1684.089966,1675.109985,1683.989990,1683.989990,3691800000
2013-09-11,1681.040039,1689.130005,1678.699951,1689.130005,1689.130005,3135460000
2013-09-12,1689.209961,1689.969971,1681.959961,1683.420044,1683.420044,3106290000
2013-09-13,1685.040039,1688.729980,1682.219971,1687.989990,1687.989990,2736500000
2013-09-16,1691.699951,1704.949951,1691.699951,1697.599976,1697.599976,3079800000
2013-09-17,1697.729980,1705.520020,1697.729980,1704.760010,1704.760010,2774240000
2013-09-18,1705.739990,1729.439941,1700.349976,1725.520020,1725.520020,3989760000
2013-09-19,1727.339966,1729.859985,1720.199951,1722.339966,1722.339966,3740130000
2013-09-20,1722.439941,1725.229980,1708.890015,1709.910034,1709.910034,5074030000
2013-09-23,1711.439941,1711.439941,1697.099976,1701.839966,1701.839966,3126950000
2013-09-24,1702.599976,1707.630005,1694.900024,1697.420044,1697.420044,3268930000
2013-09-25,1698.020020,1701.709961,1691.880005,1692.770020,1692.770020,3148730000
2013-09-26,1694.050049,1703.849976,1693.109985,1698.670044,1698.670044,2813930000
2013-09-27,1695.520020,1695.520020,1687.109985,1691.750000,1691.750000,2951700000
2013-09-30,1687.260010,1687.260010,1674.989990,1681.550049,1681.550049,3308630000
2013-10-01,1682.410034,1696.550049,1682.069946,1695.000000,1695.000000,3238690000
2013-10-02,1691.900024,1693.869995,1680.339966,1693.869995,1693.869995,3148600000
2013-10-03,1692.349976,1692.349976,1670.359985,1678.660034,1678.660034,3279650000
2013-10-04,1678.790039,1691.939941,1677.329956,1690.500000,1690.500000,2880270000
2013-10-07,1687.150024,1687.150024,1674.699951,1676.119995,1676.119995,2678490000
2013-10-08,1676.219971,1676.790039,1655.030029,1655.449951,1655.449951,3569230000
2013-10-09,1656.989990,1662.469971,1646.469971,1656.400024,1656.400024,3577840000
2013-10-10,1660.880005,1692.560059,1660.880005,1692.560059,1692.560059,3362300000
2013-10-11,1691.089966,1703.439941,1688.520020,1703.199951,1703.199951,2944670000
2013-10-14,1699.859985,1711.030029,1692.130005,1710.140015,1710.140015,2580580000
2013-10-15,1709.170044,1711.569946,1695.930054,1698.060059,1698.060059,3327740000
2013-10-16,1700.489990,1721.760010,1700.489990,1721.540039,1721.540039,3486180000
2013-10-17,1720.170044,1733.449951,1714.119995,1733.150024,1733.150024,3453590000
2013-10-18,1736.719971,1745.310059,1735.739990,1744.500000,1744.500000,3664890000
2013-10-21,1745.199951,1747.790039,1740.670044,1744.660034,1744.660034,3052710000
2013-10-22,1746.479980,1759.329956,1746.479980,1754.670044,1754.670044,3850840000
2013-10-23,1752.270020,1752.270020,1740.500000,1746.380005,1746.380005,3713380000
2013-10-24,1747.479980,1753.939941,1745.500000,1752.069946,1752.069946,3671700000
2013-10-25,1756.010010,1759.819946,1752.449951,1759.770020,1759.770020,3175720000
2013-10-28,1759.420044,1764.989990,1757.670044,1762.109985,1762.109985,3282300000
2013-10-29,1762.930054,1772.089966,1762.930054,1771.949951,1771.949951,3358460000
2013-10-30,1772.270020,1775.219971,1757.239990,1763.310059,1763.310059,3523040000
2013-10-31,1763.239990,1768.530029,1755.719971,1756.540039,1756.540039,3826530000
2013-11-01,1758.699951,1765.670044,1752.699951,1761.640015,1761.640015,3686290000
2013-11-04,1763.400024,1768.780029,1761.560059,1767.930054,1767.930054,3194870000
2013-11-05,1765.670044,1767.030029,1755.760010,1762.969971,1762.969971,3516680000
2013-11-06,1765.000000,1773.739990,1764.400024,1770.489990,1770.489990,3322100000
2013-11-07,1770.739990,1774.540039,1746.199951,1747.150024,1747.150024,4143200000
2013-11-08,1748.369995,1770.780029,1747.630005,1770.609985,1770.609985,3837170000
2013-11-11,1769.959961,1773.439941,1767.849976,1771.890015,1771.890015,2534060000
2013-11-12,1769.510010,1771.780029,1762.290039,1767.689941,1767.689941,3221030000
2013-11-13,1764.369995,1782.000000,1760.640015,1782.000000,1782.000000,3327480000
2013-11-14,1782.750000,1791.530029,1780.219971,1790.619995,1790.619995,3139060000
2013-11-15,1790.660034,1798.219971,1790.660034,1798.180054,1798.180054,3254820000
2013-11-18,1798.819946,1802.329956,1788.000000,1791.530029,1791.530029,3168520000
2013-11-19,1790.790039,1795.510010,1784.719971,1787.869995,1787.869995,3224450000
2013-11-20,1789.589966,1795.729980,1777.229980,1781.369995,1781.369995,3109140000
2013-11-21,1783.520020,1797.160034,1783.520020,1795.849976,1795.849976,3256630000
2013-11-22,1797.209961,1804.839966,1794.699951,1804.760010,1804.760010,3055140000
2013-11-25,1806.329956,1808.099976,1800.579956,1802.479980,1802.479980,2998540000
2013-11-26,1802.869995,1808.420044,1800.770020,1802.750000,1802.750000,3427120000
2013-11-27,1803.479980,1808.270020,1802.770020,1807.229980,1807.229980,2613590000
2013-11-29,1808.689941,1813.550049,1803.979980,1805.810059,1805.810059,1598300000
2013-12-02,1806.550049,1810.020020,1798.599976,1800.900024,1800.900024,3095430000
2013-12-03,1800.099976,1800.099976,1787.849976,1795.150024,1795.150024,3475680000
2013-12-04,1793.150024,1799.800049,1779.089966,1792.810059,1792.810059,3610540000
2013-12-05,1792.819946,1792.819946,1783.380005,1785.030029,1785.030029,3336880000
2013-12-06,1788.359985,1806.040039,1788.359985,1805.089966,1805.089966,3150030000
2013-12-09,1806.209961,1811.520020,1806.209961,1808.369995,1808.369995,3129500000
2013-12-10,1807.599976,1808.520020,1801.750000,1802.619995,1802.619995,3117150000
2013-12-11,1802.760010,1802.969971,1780.089966,1782.219971,1782.219971,3472240000
2013-12-12,1781.709961,1782.989990,1772.280029,1775.500000,1775.500000,3306640000
2013-12-13,1777.979980,1780.920044,1772.449951,1775.319946,1775.319946,3061070000
2013-12-16,1777.479980,1792.219971,1777.479980,1786.540039,1786.540039,3209890000
2013-12-17,1786.469971,1786.770020,1777.050049,1781.000000,1781.000000,3270030000
2013-12-18,1781.459961,1811.079956,1767.989990,1810.650024,1810.650024,4327770000
2013-12-19,1809.000000,1810.880005,1801.349976,1809.599976,1809.599976,3497210000
2013-12-20,1810.390015,1823.750000,1810.250000,1818.319946,1818.319946,5097700000
2013-12-23,1822.920044,1829.750000,1822.920044,1827.989990,1827.989990,2851540000
2013-12-24,1828.020020,1833.319946,1828.020020,1833.319946,1833.319946,1307630000
2013-12-26,1834.959961,1842.839966,1834.959961,1842.020020,1842.020020,1982270000
2013-12-27,1842.969971,1844.890015,1839.810059,1841.400024,1841.400024,2052920000
2013-12-30,1841.469971,1842.469971,1838.770020,1841.069946,1841.069946,2293860000
2013-12-31,1842.609985,1849.439941,1842.410034,1848.359985,1848.359985,2312840000
2014-01-02,1845.859985,1845.859985,1827.739990,1831.979980,1831.979980,3080600000
2014-01-03,1833.209961,1838.239990,1829.130005,1831.369995,1831.369995,2774270000
2014-01-06,1832.310059,1837.160034,1823.729980,1826.770020,1826.770020,3294850000
2014-01-07,1828.709961,1840.099976,1828.709961,1837.880005,1837.880005,3511750000
2014-01-08,1837.900024,1840.020020,1831.400024,1837.489990,1837.489990,3652140000
2014-01-09,1839.000000,1843.229980,1830.380005,1838.130005,1838.130005,3581150000
2014-01-10,1840.060059,1843.150024,1832.430054,1842.369995,1842.369995,3335710000
2014-01-13,1841.260010,1843.449951,1815.520020,1819.199951,1819.199951,3591350000
2014-01-14,1821.359985,1839.260010,1821.359985,1838.880005,1838.880005,3353270000
2014-01-15,1840.520020,1850.839966,1840.520020,1848.380005,1848.380005,3777800000
2014-01-16,1847.989990,1847.989990,1840.300049,1845.890015,1845.890015,3491310000
2014-01-17,1844.229980,1846.040039,1835.229980,1838.699951,1838.699951,3626120000
2014-01-21,1841.050049,1849.310059,1832.380005,1843.800049,1843.800049,3782470000
2014-01-22,1844.709961,1846.869995,1840.880005,1844.859985,1844.859985,3374170000
2014-01-23,1842.290039,1842.290039,1820.060059,1828.459961,1828.459961,3972250000
2014-01-24,1826.959961,1826.959961,1790.290039,1790.290039,1790.290039,4618450000
2014-01-27,1791.030029,1795.979980,1772.880005,1781.560059,1781.560059,4045200000
2014-01-28,1783.000000,1793.869995,1779.489990,1792.500000,1792.500000,3437830000
2014-01-29,1790.150024,1790.150024,1770.449951,1774.199951,1774.199951,3964020000
2014-01-30,1777.170044,1798.770020,1777.170044,1794.189941,1794.189941,3547510000
2014-01-31,1790.880005,1793.880005,1772.260010,1782.589966,1782.589966,4059690000
2014-02-03,1782.680054,1784.829956,1739.660034,1741.890015,1741.890015,4726040000
2014-02-04,1743.819946,1758.729980,1743.819946,1755.199951,1755.199951,4068410000
2014-02-05,1753.380005,1755.790039,1737.920044,1751.640015,1751.640015,3984290000
2014-02-06,1752.989990,1774.060059,1752.989990,1773.430054,1773.430054,3825410000
2014-02-07,1776.010010,1798.030029,1776.010010,1797.020020,1797.020020,3775990000
2014-02-10,1796.199951,1799.939941,1791.829956,1799.839966,1799.839966,3312160000
2014-02-11,1800.449951,1823.540039,1800.410034,1819.750000,1819.750000,3699380000
2014-02-12,1820.119995,1826.550049,1815.969971,1819.260010,1819.260010,3326380000
2014-02-13,1814.819946,1830.250000,1809.219971,1829.829956,1829.829956,3289510000
